,Reviews,Sentiments
614,"misguided?: Schweizer is at best misguided and at worst shameless when he attempts to smear Democrats in this fashion. As any student of politics knows, the Democratic Party stands only the tiniest fraction to the left of the Republican Party - both are assuredly parties of capitalism, for example - so to attack Democrats in this way is just juvenile.What's more, the best current example of Do-As-I-Say-Not-As-I-Doism would have to be the Chickenhawkery of the Republican administration, almost all of whom wangled their way out of active service.",0
615,the most sucking game in america!!!!!!!!!!: man if you want to buy this you have to re think it cause this game really stink the levels are eays to do I finished this game in like 30 minutes just after I bought it so just buy a different one,0
616,"Legs are too long!: I ordered these Levi's size 42"" x 29"". Not an easy size to always find. But they arrived with the tag that indeed listed the size as 42"" x 29"". It tried them on. They seemed too long. I took them off and measured the inseam. It was 30 1/2"" rather than 29"". I boxed them up and returned them. It makes me hesitant to order jeans online. Better to go in the store and try them on.",0
617,"A masterpeice: The Bends is truly a masterpeice. If I could only listen to one album in my entire life, no question about it, this would be it. Every note in every song of this album is packed with emotion and is incredibly real. The Bends takes you to a different place, one that no other album will ever take you, and will leave you with your mouth hanging wide open in amazement.",1
618,The Lost Boy: The Lost Boy is a story of sorrow and joy. As Dave is getting older he is finally placed in foster care away from the tortues of his mother. During this time he begins his struggles of a new life. He is moved around to many houses and is constantly looking to be accepted by all. Eventauly Dave is able to realize that he can be loved by others and fit in with everyone else. Dave's life is finally starting to look brighter by the end of this book.,1
619,"Do you have a bee problem? Than don't buy it.: I throw away a lot of flat soda.... which leads me on a search for a way to stop it. However, nothing does. And if there truly is one, it's not this product.",0
620,"Good, solid effort.: I was really impressed by Robert Crays latest offering 'Sweet Potato Pie' and it is certainly one to grow on you. While it doesn't offer up the quick thills of a 'Strong Persuader' or 'Don't Be Afraid Of The Dark' it is another self assured and consistent effort which will please fans. Though it combines both upbeat rocking numbers as well as slower ballads - it is the down tempo and reflective tracks such as 'Not Bad For Love','Simple Things' and 'Little Birds' that really hit home.",1
621,"Osman's Dream: History of the Ottoman Empire by Caroline Finkel: I began this book with great anticipation but was very disappointed. It was difficult to follow the author's stream of thought and the historical lines, i.e., date, years, decades were repetitive to the point of confusion. The characters moved in and out of the pages, seemingly without rhyme or reason. There was obviously an effort by the author to remove or dilute much of the historical evidence of violence associated with the Ottoman Empire. I completed this book only because I refuse not to finish a book once started.",0
622,was not helpful: The author was so whiny I wanted to cheat on her! It was mainly a bunch of letters she wrote on a lot of different situations. Just sayin,0
623,Party favors are not instruments: You are paying for a soft case that comes with disposable party favors. The included harmonicas have brass reeds but are otherwise completely plastic. Very little of the air you blow will make it past the reed resulting in you blowing until your red in the face to get a squeek out of them. Hohner should remove their name from these.For comparison I have a couple of $30 Hohners and my wifes $10 Hohner and both are far superior to these.,0
624,"Great Anime: I love this film, sweet and sad and funny... great for any anime fan. There is a series too (used to be on netflix) but if you can find it, its a little different but has some Funny parts.",1
625,"The credit it deserves: ... People say they finished it in 4 hours?? I even read one where the person claimed to have finished it in 2 1/2 hours! If you want a longer, harder game, then you shouldn't be playing it on easy mode. ... Also, don't look at your final time as the time it took you to beat the game. Each time you restart at a previous point your clock resets to that time. I clocked in at 8 hours and 44 minutes (I know I spent more time than that) ... This game is truly a piece of art. You want everything supersized, go to Mcdonalds.",1
626,"Don't bother with this tool !!: This miter finder cannot find the simple miter for a 96 degree or even a 90 degree angle. Nor is it useful in the installation of crown moulding. The Bosch reps don't even know how to use their own product. We contacted several (3) all with different info NONE of which was accurate. It will find angles, but a protractor for less than a dollar will do that. We were also told ours did not work, so we bought a second one. Well it worked like the first!! Save your money.",0
627,"What kind of cruddy game is this?!?: This game is quite possibly the most horrific game to hit the X-Box yet! I've seen some crappy graphics, but this takes the cake! The many horrors of this game are terrifying, and that's just the begining! First of all, the graphics are so bad, the characters' lips don't even move and This game's structure is so bad you'll die for no reason, and this game has a tendency to glitch like crazy during two-player mode. This game is a compleate mess. Lucas Arts must have put it together in one weekend. They just slapped a title on a piece of pitiful junk! They just needed some game out just to have it out. This is a sorry excuse for a game and a waste of money, money that could have been spend on something more useful, like toilet paper. I recommend KOTOR or just plain anything else expect this.",0
628,"Very nice product: This works well and I'm quite happy the results. Even though it's not the recommended purpose, I purchased this for use in my Dorm room, since I was getting a really choppy signal after the signal had been sent through an extra 25ft cable. Even though (as warned) there is some noise produced, at least I can watch TV with out it constantly cutting out.",1
629,Waste of Time: Difficult to get into - difficult to believe someone would write an entire ook on this subject.,0
630,"non stick roaster: my daughter in law is very happy with it, and looks forward to cooking the Christmas turkey. I do not have any personal experience of this item.",1
631,"mdd is the way to go.: When bordem strikes and there's ""nothing"" to do, this the the game to do make that nothing somthing. Gameplay is vayiayed depending on the skill of the players and the amount so when you have 4 players skilled or 8 skilled players [with LAN] then the gameplay is quick and fun. Although it was not as fun as the mario raceing game for the n64, there are many unlockable things so you will be playing until your thunbs fall off. The best part is the multiplayer battles. There sveral modes but the same stages for all three modes. I would give this game 5 stars out of 5 stars because there is always a race to win or a game to play.",1
632,"Fun game and easier for littler children!: After my son got his tonsils out, we bought a gameboy, but I was having trouble finding games that were appropriate for his age (barely 4 yrs old).This game is perfect for him! The best part is that there is no time limit to complete levels (expect for maybe two levels throughout the whole game) and there's not TOO many bad guys. Also it seems that it's really easy to get extra guys, so he can play for a long time uninterrupted without having to start over and get frustrated.Great game for young ones!!",1
633,Worked as advertised: Good price; worked as advertised; was shipped and received within advertised date range. I am very pleased with this gbic.,1
634,"So THIS is the cause of so much crummy rock...: I really wanted to like this. I really did. I've read so much about this band. Rolling Stone raved about them (that should've been a clue right there...). and then I pushed play....And, what?!? this boring tuneless toneless twaddle comes out! BORING!!! Thank god I borrowed this from the library! I mean! I was really expceting the second coming of rock here!! And it just did not happen. Then it hit me that when it originally came out I never heard one song on the radio, not even college radio (the second clue!). Probably because the stations knew they'd lose listeners.If you're looking for exciting, alive, jump up and down rock, look somewhere else, 'casue this ain't it.Extremely disappointing!!!!",0
635,"good range, terrible keyboard: I returned this after a week because I couldn't stand typing on it. I thought it would be a great all in one solution for a media PC I built.The keys feel terrible and the mouse action is SO PAINFULLY SLOW as to be completely worthless.I shopped long and hard for this but returned it. I bought a Bluetooth keyboard and mouse instead which does the job much better and actually goes the rated 30 feet from my PC.",0
636,"thumbs down!!!!!!!!!!: it sucks balls!!!!!!!! ok, it curves down and its not automatic!!! the clip is ok and holds 'bout 20 bb's. but one of my batteries had acid all over it and i had to buy another pack at ""Target"". if u buy this and u want to return it, its going to cost u money!!!! wut the hell is up w/ that i dont know! but its gay!!!!! it doesn't even go that far!!! mabye 50 ft max!!!! and its hard to cock back. it was shipped in 3 days, which impressed me very much and the package wasn't damaged at all!! so thats good!!!! mabye the only good part!",0
637,"I love it!!!!!!!!!!!: I used to listen to Alanis all the time, but now it's only Nathalie Imbrulia! She's totally replaced Alanis for me! I love this CD!",1
638,"Awful: Reasons not to buy this book: (1) has an invalid website (which is referred to MANY times in this book). How are you to train with this book when supplemental materials aren't even available? I agree with other readers -- this is VERY annoying. (2) Like other readers, I found numerous mistakes. It's obvious this book was rushed to press. I emailed the authors/publishers in early Jan 2005, and I still haven't heard anything about their site or list of errata. VERY DISSAPOINTING! Maybe I can find someone to buy this book from me, but I doubt it.",0
639,"comfy, but lots of lint!: These sheets are really cozy and warming, however when you dry them they produce tons of lint/pilling!",1
640,It is what it says it is: You get the whole deal with this set and at a good price. I'd definitely recommend it to someone else.,1
641,"Their best effort yet!: I was hoping this album would be at least on a level with their previous work, and was shocked this morning when I finally listened to it---it's amazing. BNL have finally grown famous enough that they can feel confident making an album as diverse and relaxed as this one is. There isn't a bad song on the disc--buy it.",1
642,"pathetic: they just don't get any worse than this awful excuse for a movie. if you wanna see something good that's in any way related to Quentin, then see ""From Dusk Til Dawn"". it's a shame that a great actor like Samuel L. Jackson appeared in such a lousy movie.",0
643,"Warning!!!: We bought this item and could not wait to use it on our newborn daughter. Luckily, she was laying right next to me in her bouncy chair at the time because within 5 minutes, I looked over at her and the blanket had covered her whole face. When I lowered it, the skin around her mouth was blue.We tried it again 3 weeks later, when she was a bit bigger. Initially, it seemed fine but within a few minutes, it slid up to cover her mouth and nose again.I would not recommend this product. I will throw mine away because I am afraid to give it or sell it to anyone!Buyer beware!!!!",0
644,A must read for all meat-eating adults!: This book was required reading for my Vet Tech daughter. She found it to be an informative yet shattering read. Good price & fast delivery.,1
645,"Watch shipping fee!: After reading another customer review, I checked out the Amazon shipping fee for this product. They wanted over $8 to ship an item that weighs less than an ounce.Do a web search for ""Salux washcloth"" and buy it somewhere else. It's a great product, but charging $8+ to ship it is nothing short of sleazy.",1
646,"Works well but too small: When considering this humidifier compare quanity of 2 1/2 gallons of milk....not much. This humidifier works very well....but not for very long...if you have it on high it doesn't even last 8 hours for overnight. I bought it to replace a 60 dollar cool mist one with ""permanent"" filter which gave out within 2 months. Warm mist is much better as no filter needed. Definitely should have paid more & gotten larger one.",0
647,"Kafka in Estonia: Knowing nothing about this movie, I checked it out of the library, and couldn't avert my eyes for a single moment. A warning: some scenes are so brutal they're difficult to watch.Every scene was masterfully photographed in black and white: perfect faces, beautiful black automobiles, barren landscapes, rubble, tall peeling churches, a relic of Christ on the cross, the interior of a modern building with wires coming out of the sockets, an allegory, I suppose, of any Oppressive Regime.The dialogue was superb. So was the acting.Which brings us to the final question: What was the movie about? And does it even matter?No matter that I didn't understand the plot. The movie was like biting into a succulent fresh pear. Each bite - each scene - was a brilliant slice of life that we only view in night-time dreams or in great films.",1
648,"Awesome to find a 30"" towel bar we like: We wanted to replace our towel bars in our master and my husband desparately wanted a 30"" bar. It was nice to find one that had the other inch towel bars to match. This is really nice and looks great in our bathroom.",1
649,"Beautifully sung, played and recorded..: Beautifully sung, played and recorded. Listen to the sample tracks and you'll see. This is from the late sixtes, the golden age of Baroque recordings led by Karl Richter. It has all the spontaneity and verve of the best period instrument recordings with a richer sound. To my ear Troyanos outshines Janet Baker in her famous recording of Dido and Aeneas.",1
650,"Buyer beware when it comes to ""[old versions]"" of Photoshop: I bought Photoshop CS3 Extended from seller ""Ameliaa21"" who, just like every other software vendor, claims that they do not sell pirated software. However, as stated on Adobe's website:""If the software has already been registered and the license holder cannot provide you with a transfer of ownership, the transfer is illegal, and you will not be able to legally use or register the software""[...]Because seller ""Ameliaa21"" failed to provide a transfer of License, Adobe considered this sale illegal. The software works and updated as normal but I have never been able to successfully register this product with Adobe. The ability to upgrade this version to CS4 or any other version in the future will be not possible. According to Adobe, the version that I bought from seller ""Ameliaa21"" had already been properly registered and upgraded to Photoshop CS4.",0
651,"It feels very, very rushed.: ""From the Earth to the Moon"" is a great story, but this particular edition falls flat. The book's description is nonexistent, as the entry refers to 'classic works' that should not be forgotten, with no mention of the particular product in question. The author's source is clearly labeled in the back of the book, which itself is poorly edited and checked. There are spelling mistakes and the paragraphs are not indented (giving it copy/paste appeal with no formatting). Even the table of contents is incorrect. The table of contents.At 8 1/2"" x 11"", it feels inelegant, more like a textbook than a classic adventure novel. It's possible it was designed like this, but most likely the larger format makes for an easier packaging of other large classic works.It's Jules Verne, which is a great thing. But there may be better, more attractive editions to gravitate towards.",0
652,"Thoughtful: I recently bought this having been told by the person working the CD sales desk at the concert that this was Tim's most recent release. Since I had enjoyed the two releases Smile and This Is What I Hear, I figured I would go for it. Well the CD was release in mid 90s. I have listened to it in my car driving back from St Louis (where I bought it) and now at my office. Several tunes are quite catchy. My fav is I'll Be There. There are several other tunes which are a bit more mellow. The track titles also convey a spirituality to the CD which also made me quite comfortable. Although this format generally likes to promote the guest artists which appear on the CD, Tim Bowman opted to just make good music. Enjoy!!!!",1
653,"TOO THIN: I cannot wear this alone. I'll have to wear something over it or a bra under it. Nice color, though.",0
654,some good concepts: I thought the book was a little silly. I got a few good concepts that were explained well that I can use with my trainees.,0
655,Disapointed: same problem as D. Rowan - the first time used the 'carriage lever would not lock down`. Maybe a bunch of badly made production; others i see had no problems...shame sending back will spend the extra bucks on a Dualit!!,0
656,"Works well, though a bit bulky: If you're not careful taking it off or putting it on, then the clips will slide such that the waist straps will become unadjusted. A bit bulky size wise, but it did well on a trip to Disney World.",1
657,Enjoy Life gluten free cookies are great: Loved these cookies and everything I bought from Enjoy Life. Saved more than $1 per box by buying from Amaxon Grocery,1
658,"I am sad to say this book is boring: I am a HUGE Ellroy fan. Seen him read many times, and have read everything that he's ever written, most of them I've read twice. I paid extra to have this book rushed to me, and I am so disappointed. His rapid fire prose has been cut to such ridiculous levels that it's not enjoyable. A typical sentence ""Pete flipped on the light. Pete grabbed the door. Pete swung it open. Pete walked out."" That sucks!, and it's irritating to read. I love Ellroy's writing style, but this entire story feels ""phoned in"". The characters are deflated: the new characters seem to be given almost no personality, and the story inches along rather slowly.I was looking forward to reading until 4 am, his books are impossible to put down, but this one was so boring that I actually took down American Tabloid and started re-reading that.",0
659,"Her Best: Of all her albums (including Fox Confessor...), this is the best. First, it's staggering that her voice can be as amazing live as it is on the studio albums; really, it's something special. Second, her 'magnetism' comes out much more in the live recording than it does in the studio albums. When I listen to the studio albums I feel like something is missing; what is on this album is exactly what's missing. It's like the difference between a Grateful Dead live album versus a Grateful Dead studio album (well, maybe not that severe, but you get the point.)I'd recommend buying this album before any of the others. Standout tracks include 'Train From Kansas City', 'Soulful Shade of Blue', 'If You Knew', and 'Rated X'.",1
660,JOPLINS SMELL SO POTENT IT DROVE ME FROM THE MUSIC: Janis joplin is the most overated thing since Jesus.so she was the first big thing in terms of being a woman. Who cares the music sounds like a big experimental acid trip into folk. who cares?,0
661,"I love this book: This is my 3rd book I have been through. I use this in my daycare and all my kids love it. It is part colored foil and all interactive(kids will flock to this book) It promotes counting, colors, shapes, compare and contrast and time",1
662,"¡''¡'''@#%~+*&^%: If your wire gets tangled you untangle it. If the tangle is too messy you cut the wire. If it gets sucked into the gears and bearings inside the spool you can sometimes get it out by cutting the wire, but sometimes you have to open up the spool and clean out the wire from the moving parts inside. However, if this is not possible it goes in the trash.After two minutes using this reel (and rod) the wire got tangled, sucked into to the spool and it was not possible to open and fix. I have been fishing with my 8-year old daughter many times, however, this time all she got out of the experience was that she learned a few new words (but she got no fish). If you like wasting time, money, and enjoy aggravation, buy this product; If not, don't.",0
663,"Not worth buying it: Ive studied this book, as part of my studies program, and it was not useful.scratches only the surface",0
664,"Great belt, good quality: I am a big guy and this belt has a lot of adjusment, is comfortable, and it is of good quality. I would highly recommend.",1
665,"James Bond Blu Ray Volume 2: First and probably last blu ray purchase. I Bought a HP laptop with blu ray for playing blu ray on trips and its my only player. This Bond collection was my first blu ray purchase. multiple updates of software later I still can only play 2 out of 3 of the discs. For your eyes only. Gives me a fbi warning and a commentary warning and goes to black. On top of that my home hd tv is not supported because it doesn't have hdcp? I paid to much for my home tv to replace it just for a new media format. I am sticking with DVD, and online services.",0
666,"A Journey with Alice: I thought Alice's Adventures in Wonderland was what the Disney movie was based on, and Through the Looking Glass was another adventure she had. But that is not the case here. The Disney movie version is based on a combination of both books. I think this is important to mention, as it will hardly be like the movie version we all know.I love the movie (both the 1951 Disney classic and the new Tim Burton version) and figured I would love the book as well, but this book screwed with me. I have always had a vivid imagination, but never non-sensical imagination. That is exactly what Mr. Carroll had when he wrote this book. The book does, however, contain many of the beloved movie characters- the caterpillar, the white rabbit, Queen of Hearts, Mad Hatter, Dormouse, and of course, the Cheshire cat.Overall, the two stories amused me and kept me entertained, but I would not read them again. I am glad to have read them, though, as Alice's tale is a classic one.",0
667,So Many Partings: I was disappointed in the condition of the book. I purchased this book as a used book at three times the cost of the original. I was not happy when I received a beat up book. I loved the story.,0
668,"Not durable: I bought two of these some time ago and right out of the box was disappointed. As previously mentioned, dimensions are outside, and the odd insets, reinforcements, and quirky angles greatly reduce the inside storage area. One trip through the Fedex system, and they arrived with huge cracks running through both lids. Save your money and find some real footlockers if your looking for durability and efficient use of space.",0
669,"No more pain!: A product that truly works for sufferers of ""tennis"" elbow from mousing. Easy to use. I love it!",1
670,"The Happy Holiday Hearth: Well I read the reviews on all the other fireplace dvd and I choose the ""The Happy Holiday Hearth"" based on the good reviews it already had.I was please to see that for a fireplace vid it wasn't bad and I like the option of the music. I used it at our Holiday Party and everyone loved it and wanted to know where I got it.",1
671,Not quite worth it.: We had this for almost 2 years before it started clicking and went out. Called the company and were told that it would be 35.00 plus shipping for a new circuit board. After reading reviews on the item we decided it was not worth it. We too experienced it having a mind of its own when it came to setting the temperature. We almost got our money's worth.,0
672,Incredible: Great product. My knees are shot. I recently took up MMA and the grappling was killing me after some time on the ground. These pads are like wearing two pillows on your knees. Well worth the money!,1
673,"Promises more than 90% unfulfilled, alas: Ninety-three pennies and one dime yielded a spin in 6 cases. No deviations in insertion technique observable. I guess after the fourth spin, it did become a game to see whether you could get at least one more...SPIN BANK by Fascinations (Colors May Vary)but I will return it since I have a couple of other things to send back too. Otherwise, the postage wouldn't be worth it since the ""spinbank"" is only a few bucks.",0
674,SUPERB!!: I read this book in five hours and thought that it was great. It was so well written and the characters were so developed that I felt their feelings and could relate to them. This book is a must read and another gem by Lori Wick! =),1
675,"Ok...: I read this book for a project for a Criminalistics class for a Summer camp. I was looking forward to learning about Typhoid Mary and all about her problems as she lived her life carrying the deadly typhoid. I was a little disappointed to find out that a lot of the book was about the context of the life she lived in. I'm sure that for some...that would be a nice touch, but I was looking more forward to reading about the case than about society. But other than that, I thought it was a good read. I found myself laughing quite a bit, thanks to the clever way that Anthony Bourdain narrated this novel. Not a Number #1 choice...but not the worse i've read either. I'll let you decide.....",0
676,"Old content in this book!: The samples in this book look great! It has the best graphics I've seen in any Flash book. Unfortunately that's where the book stops being good. The book seems to be missing the ""Meat"". All the samples are very simple; some are rewrites of what comes with the actual program(ie: calculator, and drag and drop game). I actually regret buying this book, next time I will read the first chapter of a book before buying it. You can't judge a book by it's cover, or the graphics inside! Hope this review helps anyone trying to decide what book to buy.",0
677,"Slightly tuneful, un-witty and permeated with boredom: I am afraid I am going to upset a few people but this CD is a touch on the dull side. Well to be fair it is very very dull indeed. Please do not waste your money on this while there are good recording artists out there. Unless you are an Aussie or a kiwi and then the chances are you will love it.",0
678,"Refrigerator filters: I recently purchased a 2-pack of refrigerator filter replacements - Whirlpool 4396710P KitchenAid PUR Push Button Cyst-Reducing, Side-by-Side Refrigerator Water Filter. After installation, the water and ice continued to show cloudiness and a bad taste for over 2 weeks. I have installed the second filter this morning and the water seems clearer. I will see how the second filter behaves, but it is turning out to be an expensive filter change.",0
679,Very poor form: To my surprise the instructor on this DVD had very poor form. I also thought she could have been more creative with the weight part of the workout.,0
680,best b-70: this is my second one B-70 for the money is the best brewing system delivery was fast and free,1
681,"counter seat for child: My daughter has a very deep counter, but this child seat leaves up to 12"" in between the seat and the edge of the counter leaving a lot of room for food to fall on the floor. The seat should go further into the counter, more mesh with the surface - no one would consciously sit this far away from the table edge. I used something called a Sassy Seat when my daughter was little and it was compact and easy to transport. This seat is cumbersome and doesn't travel as easily. I wasn't that impressed so I returned the second one I bought.",0
682,Not easy to use product: The product is not user friendly...it doesnt prompt you to do anything. I had to email customer care like 6 times and was very frustrated because there was no phone numbr to call...finally I played with it enough to download my itunes...but really i do not recommend it unless you know exactly what your doing.,0
683,Does the job: We are very happy with this milk Frother. We heat the milk in a ceramic pitcher in the microwave and then remove and pour into the Frother and froth the milk for our Cappuccino. This works very well.,1
684,not as expected: The cool part of the shirt - which is just a t - is the design. the design is on the back - the front is a small insignia of the hardkor sportswear logo. disappointed.,0
685,"Poor quality poor performance: Poor quality, cheap materials, cheap stuff, and poor performance, stay away from this and spend the extra bucks for something better.",0
686,"THIS STUFF SUCKS!: I saw these guys with the Nobodys and Guttermouth in reno a while back. I think the concert producers had them open just to get everyone pissed off. Their music isnt punk/ska, it's more like middle school band practice. Both the Nobodys and Guttermouth made fun of this band for the rest of the show. Don't waste your money on this crap!!!",0
687,"Terrible Dog Toy: I was so excited to get this toy for my 7 month old yellow lab. When it arrived I filled it with kibble and soon discovered that this is the worst toy ever. It is loud and dangerous. The jug is a hard plastic that when swung around can easily bruise you and your dog and break everything in the house. In addition, because I have hard wood floors, the loud bang of the hard plastic against the floor was unbearable. Lastly, in the two days I allowed her to play with it, the rope became frayed and I kept finding pieces of string in her mouth. I definitely do not recommend this item.",0
688,"God quality: I've been using these bits for a little over a week now. They are good quality, especially for the price. You'll pay ten times as much buying these from your local big box store.Thanks,Dennis",1
689,"Don't Buy It: The description on the outside of the box is light and flowery, leading the buyer to believe she will be having lots of fun doing ""horsey"" things. This is misleading, to say the least! Once you read the introduction in the manual inside the box, you learn that you are part of a battle of horse academies. Descriptions like ""a reputation for ruthless efficiency"", ""crushed its competitiors one by one"" and ""battle of the academies will take no prisoners"" provide a much darker game description. It isn't fun! I am returning my daughter's game immediately!",0
690,"Shoddy, hollow, and crushed: This block was thin and hollow, not solid at all. The sides were so thin that they were already crushed when the block arrived in the mail. Do not put any weight on this block! It's very dangerous. Do not give it to a child to use.",0
691,"Cooking for the storyteller: I am what you might call a fair-weather-cook. I only find myself heading to the kitchen when I am swept up by some romantic or ecstatic urge to create. Sundays at Moosewood is my one and only cookbook because it's the only one that whips up my creativity enough to drive me into the kitchen to make some magic. As a professional writer, I am inspired by the storytelling that accompanies the recipies. Often I find myself enjoying picturing the images that led up to the finding of the recipe as much as I am enjoying the food itself. p.s. meat-eaters will love it too!",1
692,"Not worth my time, but maybe a 15 year old female's.: Not for adults, a good adolescent's book. Predictable. I was disappointed.",0
693,"not what I wanted: This is just a basic how to book - nothing really innovative except perhaps the title and cover.I would have returned it, but since I got it at a low, low price, I will donate it.I should have investigated it further.Not the publishers or the providers fault however.",0
694,"read, OR DON'T READ: It really really sucks. Such a sellout. And I usually don't like using that phrase. Hmmm, big disappointment for the fans. Everything is way beyond exaggerated and inflamed. Too much of good sound sometimes can go overboard, and that's exactly what happened here. Every tune is very unique and so fat (full) that instead of balanced mix there is a struggle for a better space.Not to mention the selection of certain musicians with so much amazing music out there right now. I mean 'Burma'? Really? Two U.N.K.L.E. songs? Double Really? Oh yes, also our fav underground DJ, in the compilation of 10 placed the very special, truly underground genius of FELIX DA HOUSECAT. Well, thanks! When I was expecting Sasha, I got 'Buy Our Flashy Merchandise' Sasha. Maybe he was trying to be safe, but that's what killed his sound on this disc.Five stars because I'm not an a hole",1
695,"Fail.: [...] While it might be useful to a foreign learner of English, with such ""useful"" advice as, ""A verb is an action word in a sentence!"", it has some deficiencies that limit it for both native and foreign speakers. Many of the games require you to know the meaning of a word in advance, otherwise you'll simply be playing ""guess which meaning is the right one"". That is not a good way to learn new words. It can be a good way to reinforce what one already knows, but that goes against the entire point. As a linguist myself, I seriously question this product.In addition, the process by which your abilities are rated is entirely artificial. Even scoring perfectly on many of the games (I already have an extensive vocabulary), I was rated as basically a simpleton in order to preserve the illusion that I am ""improving"".Not recommended. Language learning software has tremendous potential, but it isn't even hinted at here. In fact, it's made to look laughable.[...]",0
696,"BOOTLEG ALERT!!!: This is such an obvious HK bootleg it's not even funny. Why is Amazon allowing this to be displayed like a legit product?? A 49-episode series on 4 discs???? Hello????If you want to fork your hard-earned money over to bootleggers, hey, be my guest. But with 49 episodes squeezed into 4 DVDs, the picture quality is bound to be horrendous. This is NOT the way to enjoy this unique Gundam series.",0
697,"Indispensable: This is a greeat book, though not a perfect one - but certainly a welcome and necessary addition to any Vietnam era reader. Stanton is not really concerned with politics of strategy, only the performance of the Army and Marines in combat in Vietnam and, more unusually, how the Regular Army reacted to the war. Densely written and without enough maps, it certainly is a bit difficult to read, but it is worth it. He covers all of the major operations and battles of the war, including the ones usually ignored by historians. Stanton unfortunately has a strong bias against the ARVN and doesn't bother to conceal it.",1
698,"Great buy for gender neutral: I purchased this book the week before I had my baby and I absolutely love it! I was looking for a baby book that had the first 5 years to fill in along with options for celebrations, stories about how mom and dad met, birth story, etc. It worked out great. You can remove and change around the pages and it also has lots of space to add pictures along with photo corners. I had trouble in stores trying to find a gender neutral book as we did not know what sex we were having and this cream/brown color worked out great! The ink pad for hand/foot stamping is also really nice as in the hospital they only stamped my daughter's feet and not her hands, so I was able to do that on my own at home without a big miss. I definitely recommend this baby book!!",1
699,"Failed after 3 months: After three months of near daily use, the drive suddenly became unreadable. I had to reformat the drive and reload all my data on it in order to continue using it. Unfortunately, a few days later, the same thing happened again. This has happened three times now, and I've given up on using this drive.",0
700,"Child Abuse 101: Ridiculous and disgusting. You cannot strike someone out of love. Abuse is abuse, no matter how you dress it up. Beating your children into stoic submission is not child rearing.If you were to use these methods with an animal, you would be charged with animal abuse. How is that acceptable for children?",0
701,Solitaire pendant: Wasn't what I expected. Was not satisfied with this. Too small. I need to look at other sizes.,0
702,"Works just fine, but not cheap at all: I get 4-5 shaves with each razor, after that it causes pimples. I find it too expensive, but there is no better alternative.",1
703,"Great CD For This Year...War...Future: Vince Vance and the Valiants have expressed what is going on in our world very well with some words and music. Their ""We Don't Run"" and ""Bomb Iraq"" are very well done. Other tracks are very patriotic...well written. They have included a little bit of everything. I've enjoyed listening to this CD.",1
704,not worth it: although the graphics were good had problems with pc shutdown. as a result i will never buy voodoo again. don't make the mistake i did.,0
705,"poor quality: The information I found in this book was highly inadequate. It was simply a blown out of proportion version of what any beginner in TCM knows the seven spirits and points to needle, I believe I've learned more reading articles posted on the net. Not only that but Flaws never returned my message or emails and Blue Poppy press ""specifically Joanne"" was rude to me when I requested a refund. I will never do business with Blue Poppy or Bob flaws again.",0
706,"Roller Derby beginner: These skates are okay for Roller Derby. I am a fresh meater and used these twice so far and they work just fine. In fact everyone wants to know where I got them because they like the ""rims"" notice the inside the wheel silver (it totally looks like a rim when you are up close and personal). The skates do run a bit large in length but are a narrow skate. I ordered an 8 and wish I would have gotten a 7. I wear a mens 9 so I should have ordered a mens 7 but at the time there were none on Amazon, there are now though. I think for the $44.00 I paid for them I got a huge bargain compared to the other skates the girls on my team have in the $100 price range. Also Derby and Skate sites charged up to $60.00 in shipping alone to Guam and Amazon shipped free and the skates got here in just two weeks! Overall I say yes they are fine. I will be adding some insoles for comfort and to add to the skate since mine are too big.",1
707,"Mullets across the Med: I don't see why the producers bothered making this movie. It adds nothing to the Kirk Douglas version of Ulysses made in 1955, besides a few limited CGI effects. Even Douglas's beard was preferable to Assante's mullet hairstyle in this version. This has stripped out all of the sex and most of the violence that is in the original Homer.What we have here is a TV movie made in 4x3 format back in 1997, but finally released on DVD in 2004 to cash in on the 'TROY' blockbuster. It was made to be acceptable to the US TV market, but I suspect the production team was European.To my knowledge, there has yet to be a good film/TV adaptation of the Odyssey. The best dramatisation so far is a recent audiobook dramatisation by the BBC starring Tim McInerney.",0
708,"Unglaublich.....!: Unglaublich, was die Persuasions hier geschafft haben....hätte nie gedacht,daß man Zappa-Musik so interpretieren kann --- get it if you can !",1
709,"a joyful reprieve: Great with Child changed the way I understood my body, my pregnancy and now, my five-month-old son finnley. This book gives a mother the space to reflect, laugh and be still with the awe of motherhood--much needed during those full months and the tired days after. I have given it to every new mom I know, and it has always been received with open hands and thankfulness.",1
710,"Good and cheap ,too: Easy to hook up. Great picture on my flat screen (not HD). Has played, so far, all music and video I have burned to disc with my PC. Great, economical price also.",1
711,A waste of $29.95...Save your money: All I did was boil water for pasta and it started growing black spots before I added the salt or pasta. I stopped the cooking and washed the pan out again even though I had washed it when I took it out of the box. The spots wouldn't come off and the entire interior took on a dull finish from plain dish detergent and a sponge. Save your money,0
